State Agency or Indian Tribal Organization,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,Cumulative Cost
Arkansas,2016479.0,2161918.0,2067607.0,1989079.0,2163202.0,2153090.0,2088657.0,2122036.0,2110880.0,2119569.0,2134420.0,2136909.0,25263846
Louisiana,3342340.0,3416877.0,3470534.0,3269303.0,3452842.0,3331919.0,3233142.0,3453993.0,3321289.0,3291550.0,3228830.0,3362879.0,40175498
New Mexico,2048926.0,1014660.0,1039163.0,933713.0,1052543.0,1026691.0,916853.0,1058247.0,0.0,985829.0,1006730.0,987154.0,12070509
Oklahoma,2082031.0,1597457.0,2188528.0,1793308.0,1666300.0,2673493.0,1479935.0,1745181.0,2146666.0,1657932.0,1850031.0,2057074.0,22937936
Texas,,,,,,,,,,,,, 
Texas,11566513.0,22198189.0,13377518.0,22305370.0,17622940.0,20687527.0,19302732.0,3632314.0,30440654.0,16617875.0,19517248.0,18047967.0,215316847
"Acoma, Canoncito & Laguna, NM",,,,,,,,,,,,, 
"Eight Northern Pueblos, NM",,,,,,,,,,,,, 
"Five Sandoval Pueblos, NM",583.0,2693.0,1408.0,1231.0,1763.0,0.0,9.0,5132.0,0.0,1681.0,1215.0,1228.0,16943
"Isleta Pueblo, NM",10643.0,10272.0,10571.0,11162.0,11969.0,11899.0,10007.0,11438.0,10842.0,11923.0,11873.0,13047.0,135646
"San Felipe Pueblo, NM",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,, 
"Santo Domingo Tribe, NM",,,,,,,,,,,,, 
"Zuni Pueblo, NM",2961.0,2256.0,2562.0,2626.0,2168.0,2506.0,2804.0,2310.0,2464.0,2752.0,2172.0,2394.0,29975
"Cherokee Nation, OK",310042.0,0.0,331171.0,122906.0,165252.0,154409.0,0.0,276195.0,164448.0,147775.0,161730.0,0.0,1833928
"Chickasaw Nation, OK",81817.0,0.0,83135.0,81720.0,154714.0,75424.0,67462.0,152819.0,0.0,72809.0,71817.0,0.0,841717
"Choctaw Nation, OK",77242.0,73586.0,84746.0,68016.0,80230.0,80954.0,69063.0,78249.0,81061.0,78181.0,78301.0,87565.0,937194
"Citizen Potawatomi Nation, OK",26283.0,27318.0,30859.0,23740.0,31552.0,30341.0,25498.0,29237.0,30588.0,26685.0,27921.0,32116.0,342138
"Inter-Tribal Council, OK",5507.0,5894.0,6290.0,5484.0,253.0,12732.0,4974.0,6260.0,6997.0,5693.0,6187.0,6864.0,73135
"Muscogee Creek Nation, OK",55637.0,59763.0,63716.0,48452.0,61583.0,56700.0,47474.0,54376.0,52182.0,49149.0,49678.0,53859.0,652569
"Osage Tribal Council, OK",,,,,,,,,,,,, 
"Otoe-Missouria Tribe, OK",9287.0,10004.0,10529.0,9417.0,,23621.0,10103.0,11327.0,10395.0,11249.0,8672.0,10672.0,125276
"Wichita, Caddo & Delaware (WCD), OK",77070.0,78164.0,90479.0,70621.0,86191.0,89057.0,73322.0,88336.0,85595.0,83208.0,82488.0,93557.0,998088
Colorado,1619002.0,0.0,0.0,0.0,4877329.0,1650510.0,1372122.0,2746123.0,1387693.0,0.0,1373216.0,2759015.0,17785010
Iowa,1304289.0,1447230.0,1458146.0,1260294.0,1523400.0,1404551.0,1234147.0,1467567.0,1348739.0,1284559.0,1390112.0,0.0,15123034
Kansas,104598.0,1279851.0,1425761.0,1135973.0,1402055.0,1303878.0,1123624.0,1306295.0,2354058.0,95533.0,1207280.0,1323173.0,14062079
Missouri,5727613.0,2854746.0,2850413.0,2757549.0,2843753.0,2819408.0,2717585.0,2680080.0,2753657.0,2640027.0,2758181.0,0.0,33403012
Montana,316935.0,319763.0,303664.0,318572.0,317050.0,305931.0,310284.0,312265.0,624231.0,0.0,289675.0,308993.0,3727363
Nebraska,681675.0,756670.0,300000.0,1093782.0,799264.0,705602.0,651168.0,760506.0,694979.0,658087.0,723752.0,720120.0,8545605
North Dakota,0.0,426741.0,223405.0,213281.0,220670.0,219930.0,201875.0,219210.0,214872.0,212100.0,210233.0,221706.0,2584023
South Dakota,249922.0,331156.0,327533.0,281068.0,330780.0,321769.0,283261.0,340722.0,16085.0,615788.0,323246.0,322985.0,3744315
Utah,876535.0,859686.0,853437.0,812648.0,848708.0,828369.0,782648.0,808051.0,800902.0,791753.0,792356.0,803864.0,9858957
Wyoming,174519.0,185367.0,166813.0,199047.0,187454.0,330955.0,159049.0,13560.0,173450.0,172407.0,174290.0,351505.0,2288416
"Ute Mountain Ute Tribe, CO",,,,,,,,,,,,, 
"Omaha Sioux, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
"Santee Sioux, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
"Winnebago Tribe, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
"Standing Rock Sioux Tribe, ND",6369.0,6196.0,7104.0,3247.0,7729.0,6398.0,5795.0,5184.0,4263.0,5806.0,5691.0,4318.0,68100
"Three Affiliated Tribes, ND",,,,,,,,,,,,, 
"Cheyenne River Sioux, SD",5842.0,5966.0,5832.0,5533.0,6818.0,5904.0,5980.0,5871.0,6013.0,5077.0,4961.0,5624.0,69421
"Rosebud Sioux, SD",9500.0,28382.0,14937.0,15861.0,8472.0,6650.0,25754.0,13168.0,8682.0,18103.0,0.0,16128.0,165637
"Northern Arapahoe, WY",,,,,,,,,,,,, 
"Shoshone Tribe, WY",,,,,,,,,,,,, 
Mountain Plains,11076799.0,8501754.0,7937045.0,8096855.0,13373482.0,9909855.0,8873292.0,10678602.0,10387624.0,6499240.0,9252993.0,6837431.0,111424972
Alaska,441111.0,61598.0,403084.0,179512.0,246469.0,262626.0,209408.0,257234.0,183115.0,247298.0,239387.0,263822.0,2994664
American Samoa,72349.0,66811.0,81785.0,101.0,144802.0,70056.0,68119.0,80723.0,74615.0,76849.0,68407.0,87065.0,891682
Arizona,3279913.0,6697241.0,3002478.0,3576459.0,3335398.0,201128.0,2965033.0,3531540.0,6284414.0,3384697.0,3446103.0,198074.0,39902478
California,18561145.0,18973079.0,20066983.0,16606480.0,20924190.0,19456204.0,17374867.0,18518463.0,20166284.0,17890427.0,18826307.0,19196015.0,226560444
Guam,146159.0,157631.0,154746.0,133805.0,127200.0,146876.0,134704.0,152389.0,145650.0,135927.0,149305.0,146624.0,1731016
Hawaii,526191.0,571627.0,999624.0,42279.0,1068864.0,469500.0,555803.0,516823.0,483373.0,505698.0,46458.0,512441.0,6298681
Idaho,614639.0,629286.0,645095.0,1195620.0,75187.0,635190.0,611785.0,627008.0,1169081.0,626706.0,65455.0,606124.0,7501176
Nevada,1364880.0,1341906.0,1398267.0,1300552.0,1386980.0,1360842.0,1189638.0,1419209.0,1303141.0,1348855.0,1288370.0,1352602.0,16055242
Oregon,1325059.0,1321665.0,258323.0,1256333.0,1337008.0,2432674.0,111042.0,2454784.0,1245573.0,1258829.0,115177.0,1218144.0,14334611
Washington,2067377.0,2191897.0,2327546.0,1907268.0,2301942.0,2194930.0,1854901.0,2133076.0,2067209.0,1912871.0,2047309.0,2173060.0,25179386
Northern Marianas,48064.0,55988.0,56297.0,42274.0,41545.0,48843.0,41636.0,51953.0,42344.0,44302.0,44704.0,45040.0,562990
"Inter-Tribal Council, AZ",203683.0,165355.0,365328.0,11365.0,202625.0,204131.0,358895.0,15733.0,191149.0,188158.0,349220.0,14407.0,2270049
"Navajo Nation, AZ",5806.0,132130.0,136242.0,123936.0,99223.0,142360.0,111968.0,141183.0,259719.0,135002.0,4437.0,449396.0,1741402
"Inter-Tribal Council, NV",24693.0,24603.0,24114.0,0.0,49339.0,3227.0,1340.0,50751.0,26196.0,1570.0,75829.0,26055.0,307717
